ZIP,total_subsidy,total_kW,project_count,low_income_subsidy,low_income_kW,low_projects,equity_share
94080,3939449.0,4997.031,114,648209.0,428.84,7.0,0.16454306173274486
94085,6011598.0,2803.933,40,71372.0,87.72,3.0,0.011872384015032275
94086,1925559.0,2612.44,118,433877.0,323.83,4.0,0.22532521724860158
94087,3450381.0,3099.503,410,51319.0,54.269999999999996,4.0,0.014873429919768281
94089,1760535.0,1571.56,23,245046.0,1292.0,2.0,0.13918837171655207
94101,165912.0,171.1384,49,50806.0,47.4,2.0,0.306222575823328
94102,5850173.0,2123.4950000000003,51,6078669.0,2297.035,19.0,1.0390579902508865
94103,5049063.0,2712.703,99,4479739.0,1626.4,14.0,0.8872416525600889
94104,624.0,1.15,1,3498.0,1.325,1.0,5.605769230769231
94105,167201.0,118.199,4,114435.0,77.44200000000001,2.0,0.6844157630636181
94107,1501615.81,925.933,165,805558.21,329.63599999999997,11.0,0.5364609273792875
94108,66303.0,48.955,5,153356.0,111.64,2.0,2.3129571814246717
94109,1273701.0,899.507,199,250864.0,111.87,2.0,0.19695674259500465
94110,2226567.0,1718.626,456,1180798.0,503.755,25.0,0.5303222404715421
94111,385479.0,1312.402,5,0.0,0.0,0.0,0.0
94112,427867.25,921.683,474,83589.25,30.589999999999996,10.0,0.19536258033303555
94114,966954.0,1004.649,337,76760.0,54.14,2.0,0.07938330054997446
94115,1857958.0,1391.6779999999999,122,1360245.0,544.0899999999999,15.0,0.732118271780094
94116,418048.0,540.582,208,0.0,0.0,0.0,0.0
94117,584816.0,606.511,189,90122.0,71.03999999999999,2.0,0.15410317091187656
94118,528568.0,630.539,155,0.0,0.0,0.0,0.0
94119,1593.0,5.76,1,0.0,0.0,0.0,0.0
94121,217080.0,342.544,113,0.0,0.0,0.0,0.0
94122,539121.0,732.293,292,0.0,0.0,0.0,0.0
94123,318650.0,357.061,89,19173.0,21.12,1.0,0.06016946493017417
94124,2864490.04,1152.961,309,2166604.04,550.681,168.0,0.756366407194769
94126,2600.0,4.83,1,0.0,0.0,0.0,0.0
94127,480256.0,597.549,179,0.0,0.0,0.0,0.0
94129,119494.0,82.86,3,0.0,0.0,0.0,0.0
94131,655344.0,764.363,258,0.0,0.0,0.0,0.0
94132,560195.0,1072.366,90,4077.0,1.53,1.0,0.007277822900954132
94133,250285.0,273.022,28,702821.0,480.575,2.0,2.8080827856243884
94134,638956.64,497.608,251,739843.64,300.63300000000004,51.0,1.1578933431226257
94139,6660.0,7.525,1,0.0,0.0,0.0,0.0
94303,494428.68,825.505,34,1050829.68,595.627,62.0,2.1253412726785994
94304,17735.0,17.325,1,0.0,0.0,0.0,0.0
94305,516970.0,326.821,51,0.0,0.0,0.0,0.0
94401,1446109.0,1218.296,53,0.0,0.0,0.0,0.0
94402,3889608.0,2484.493,116,0.0,0.0,0.0,0.0
94403,3331802.0,3566.5,147,134129.0,91.0,1.0,0.040257194154994805
94404,427223.0,724.2579999999999,91,27844.0,32.96,1.0,0.06517439370071368
94422,3720.0,3.075,1,0.0,0.0,0.0,0.0
94503,6014999.0,4854.797,65,797781.0,734.0699999999999,2.0,0.13263194224969946
94505,402120.0,1057.934,172,0.0,0.0,0.0,0.0
94506,2190581.0,2378.546,252,0.0,0.0,0.0,0.0
94507,1714718.0,2635.3650000000002,290,0.0,0.0,0.0,0.0
94508,390420.0,385.999,35,0.0,0.0,0.0,0.0
94509,6677951.04,9139.082,311,2564436.04,1423.181,37.0,0.38401540002904844
94510,3130855.0,3189.439,147,56042.0,8.394,4.0,0.01789990274222217
94511,96450.0,420.743,10,0.0,0.0,0.0,0.0
94512,12717.0,19.634999999999998,2,0.0,0.0,0.0,0.0
94513,3701783.0,5646.278,495,687231.0,426.53999999999996,3.0,0.18564864553108595
94514,596183.0,1703.0919999999999,42,0.0,0.0,0.0,0.0
94515,2076194.0,2377.078,85,0.0,0.0,0.0,0.0
94517,1454712.0,1630.169,163,470168.0,155.94,1.0,0.3232034932000286
94518,5173557.0,5261.703,153,197095.0,293.365,3.0,0.03809661321987948
94519,1263033.0,1356.904,70,0.0,0.0,0.0,0.0
94520,3982336.05,3939.943,76,1021631.05,933.991,11.0,0.2565406427717219
94521,3257853.0,3444.971,220,20493.0,7.865,2.0,0.006290339066863974
94522,2745.0,2.04,1,0.0,0.0,0.0,0.0
94523,5701114.0,4723.448,216,337505.0,202.76999999999998,3.0,0.059199833576385245
94525,64161.5,69.925,12,20687.5,3.96,2.0,0.3224285591826874
94526,5049027.0,4735.629,405,57725.0,61.845,1.0,0.01143289588271166
94528,228684.0,215.5245,16,0.0,0.0,0.0,0.0
94530,1505620.0,1520.86,159,731562.0,346.58,3.0,0.4858875413450937
94531,1177466.4,2839.144,153,0.0,0.0,0.0,0.0
94533,13854875.85,9655.046,132,1409567.0,968.145,10.0,0.10173797407213865
94534,6061699.45,4290.522,162,0.0,0.0,0.0,0.0
94536,5836960.92,5435.86,213,48546.0,19.08,9.0,0.008316999319570568
94537,13200.0,8.28,1,0.0,0.0,0.0,0.0
94538,13542900.97,13598.202000000001,129,267213.97,90.49,6.0,0.019730925493136788
94539,6708994.0,6248.292,347,288549.0,194.20999999999998,2.0,0.04300927978173777
94540,1107322.0,633.512,6,58334.0,65.0,1.0,0.05268025018919519
94541,2681910.0,1745.324,66,536156.0,287.59000000000003,8.0,0.19991573169867743
94542,678413.0,702.421,95,0.0,0.0,0.0,0.0
94543,3110.0,5.98,1,0.0,0.0,0.0,0.0
94544,3026665.37,2069.372,79,1272764.37,636.463,14.0,0.42051704249023075
94545,13356561.07,9940.025,53,396320.07,240.48999999999998,10.0,0.029672313698334327
94546,2235447.0,2283.283,174,407410.0,273.654,2.0,0.18224990348686415
94547,1622312.75,908.4,48,1007996.75,186.035,4.0,0.6213331862182554
94548,42745.0,60.967,7,0.0,0.0,0.0,0.0
94549,3356063.0,4290.968,383,0.0,0.0,0.0,0.0
94550,6745974.87,7446.009,676,123756.87,88.428,6.0,0.018345290693322726
94551,14119113.219999999,10845.367,256,212351.22,65.64,3.0,0.015039982801412794
94552,964022.0,1217.502,148,0.0,0.0,0.0,0.0
94553,4332552.0,6303.863,271,1307890.0,656.28,24.0,0.3018751996513833
94555,338128.0,312.42900000000003,35,0.0,0.0,0.0,0.0
94556,1009416.0,1608.8329999999999,145,0.0,0.0,0.0,0.0
94558,10451655.5119,10726.7075,525,1553249.0,1482.0910000000001,9.0,0.14861272438911793
94559,3718827.0,3263.076,129,0.0,0.0,0.0,0.0
94560,1657074.0,2489.261,76,28632.0,10.535,2.0,0.017278648992139156
94561,1297280.55,3385.859,193,346472.55,126.825,14.0,0.2670760384097333
94562,1476471.0,797.63,8,0.0,0.0,0.0,0.0
94563,1641915.0,2260.639,263,0.0,0.0,0.0,0.0
94564,800562.1699999999,637.8295,56,114371.17,108.915,3.0,0.14286357048322681
94565,9829206.86,6182.771,185,2368061.29,860.817,178.0,0.24092089257342175
94566,3502425.76,4377.948,605,1206101.76,642.985,18.0,0.34436183452465247
94567,14464.0,20.325,3,0.0,0.0,0.0,0.0
94568,5422655.6899999995,6445.062,224,360159.69,125.905,3.0,0.06641758403805277
94571,65926.0,143.547,37,141209.0,143.04500000000002,3.0,2.141931862997907
94572,546984.0,424.457,14,176204.0,65.635,11.0,0.32213739341552955
94573,1448515.0,1588.256,26,0.0,0.0,0.0,0.0
94574,6695536.0,7645.406,156,157711.0,107.08,3.0,0.02355464894819474
94576,25070.0,17.63,1,0.0,0.0,0.0,0.0
94577,1925772.0,3133.675,85,651926.0,632.0749999999999,10.0,0.3385270945885598
94578,3101433.352,2704.287,39,626629.0,1499.955,6.0,0.20204496723939275
94579,286147.0,580.54,28,302642.0,246.02800000000002,3.0,1.0576451963501277
94580,2403735.352,1790.885,39,0.0,0.0,0.0,0.0
94582,8433476.0,5073.605,223,0.0,1121.0,1.0,0.0
94583,2931356.0,3080.875,280,0.0,0.0,0.0,0.0
94585,1757166.0,1333.775,43,52787.0,8.84,2.0,0.030040986452048356
94586,343007.0,1380.485,12,0.0,0.0,0.0,0.0
94587,4436870.0,3446.387,92,353440.0,213.11,6.0,0.0796597601462292
94588,2331333.0,3028.837,287,16663.0,4.08,1.0,0.007147413089421374
94589,1282681.75,908.88,26,763573.75,1119.92,13.0,0.5952947798625808
94590,1150165.0,965.763,46,373381.0,260.791,17.0,0.3246325527206966
94591,891217.22,914.107,102,374128.22,261.237,5.0,0.419794648940917
94592,621.0,2.88,1,0.0,0.0,0.0,0.0
94595,286809.0,472.841,83,39350.0,42.34,1.0,0.13719932080234581
94596,1785882.0,2313.6330000000003,157,15860.0,5.98,1.0,0.008880765918464938
94597,821735.24,1152.2740000000001,89,388852.24,187.88100000000003,10.0,0.4732086699847508
94598,3588939.0,3925.536,337,140921.0,104.88,2.0,0.03926536505635788
94599,608719.5,874.842,18,5310.5,1.36,1.0,0.008724051061285206
94601,1733631.76,1276.721,78,1476098.58,702.896,37.0,0.8514487413405486
94602,1073029.0,995.417,132,245569.0,94.465,3.0,0.22885588367136397
94603,3036514.76,1997.4250000000002,36,622891.76,249.965,48.0,0.2051337830480363
94605,1519680.95,1660.072,107,305844.95,92.385,22.0,0.20125602679957263
94606,603872.64,676.653,30,179553.64,104.37,10.0,0.29733693515241894
94607,2933129.2800000003,1942.557,75,3027275.64,1658.912,72.0,1.0320975828245798
94608,1181033.88,1814.056,64,352699.88,1248.24,20.0,0.2986365471581561
94609,441765.83999999997,472.43600000000004,63,62955.84,21.115000000000002,7.0,0.14250952495557376
94610,1010609.46,1242.103,134,18708.46,3.2,1.0,0.018512057070987638
94611,1775456.0,2392.924,351,0.0,0.0,0.0,0.0
94612,679967.0,597.656,10,355057.0,312.05,7.0,0.5221679875641023
94618,896571.3,1036.143,187,9038.3,1.925,1.0,0.010080960655332151
94619,2363568.92,2143.5209999999997,113,69189.92,14.18,4.0,0.02927349374690542
94621,1788822.69,2079.442,62,1039907.6900000001,283.887,60.0,0.5813363704593886
94691,2157.0,3.99,1,0.0,0.0,0.0,0.0
94701,291209.0,601.676,18,0.0,0.0,0.0,0.0
94702,364074.0,446.631,92,168361.0,113.46,5.0,0.46243620802364355
94703,534586.0,550.922,106,26019.0,14.38,2.0,0.048671308264713255
94704,973497.0,1365.725,47,60241.0,22.814999999999998,2.0,0.061881033018078124
94705,757208.0,879.208,190,0.0,0.0,0.0,0.0
94706,556793.0,697.8929999999999,111,0.0,0.0,0.0,0.0
94707,729405.9,760.5154,200,0.0,0.0,0.0,0.0
94708,490761.38,696.68,176,0.0,0.0,0.0,0.0
94709,164587.0,195.197,46,0.0,0.0,0.0,0.0
94710,637637.0,626.3,45,122930.0,57.732,2.0,0.1927899416125476
94720,1121371.0,1801.42,5,0.0,0.0,0.0,0.0
94801,3643598.92,1658.1109999999999,125,3626011.43,1760.161,337.0,0.995173044457923
94803,686691.0,834.749,109,85599.0,32.27,8.0,0.12465432050223463
94804,8048921.74,3914.699,145,7264259.74,4216.843,251.0,0.902513401751624
94805,199733.53,144.968,54,299332.53,96.165,33.0,1.4986593888367168
94806,4356335.26,3408.954,53,2107306.26,1041.946,81.0,0.483733719796396
94807,708.0,4.32,1,0.0,0.0,0.0,0.0
94901,3445446.0,3599.103,244,760722.0,331.19,9.0,0.22079057399245264
94903,3370318.0,2867.944,185,411446.0,232.062,3.0,0.12207928153960546
94904,1259923.0,981.975,121,0.0,0.0,0.0,0.0
94914,6435.0,4.05,1,0.0,0.0,0.0,0.0
94920,1065268.0,1160.017,191,380422.0,224.975,3.0,0.35711389058903487
94922,21549.0,31.79,6,0.0,0.0,0.0,0.0
94923,104195.0,95.43100000000001,16,0.0,0.0,0.0,0.0
94924,619015.0,352.334,33,0.0,0.0,0.0,0.0
94925,1343662.0,1134.28,71,155866.0,55.335,1.0,0.11600089903562057
94926,19214.0,35.116,9,0.0,0.0,0.0,0.0
94928,2318643.0,2765.227,155,272077.0,212.16,2.0,0.11734320462442903
94929,19775.0,20.372999999999998,4,0.0,0.0,0.0,0.0
94930,685210.0,782.2669999999999,71,280246.0,169.74,4.0,0.4089928635017002
94931,869781.34,952.32,62,35601.34,11.969999999999999,5.0,0.0409313678768965
94933,3395.0,13.775,5,0.0,0.0,0.0,0.0
94937,89069.0,124.812,22,0.0,0.0,0.0,0.0
94938,22275.0,25.939999999999998,7,0.0,0.0,0.0,0.0
94939,368140.0,362.281,64,31454.0,11.65,3.0,0.08544032161677623
94940,19886.0,77.168,3,0.0,0.0,0.0,0.0
94941,2138955.32,1916.6180000000002,301,145846.0,141.03,3.0,0.06818562250285808
94942,6879.0,8.27,2,0.0,0.0,0.0,0.0
94945,709391.0,820.7379999999999,133,92080.0,34.6,11.0,0.12980147760543903
94946,245496.0,261.13,26,0.0,0.0,0.0,0.0
94947,736151.75,869.361,150,74956.75,41.53,2.0,0.10182241636999437
94948,156217.0,403.56,1,0.0,0.0,0.0,0.0
94949,1010111.0,668.995,99,893629.0,533.035,10.0,0.8846839604756309
94950,9702.0,7.17,2,0.0,0.0,0.0,0.0
94951,320488.0,458.504,68,0.0,0.0,0.0,0.0
94952,4272336.0,3823.926,317,1028468.0,167.83,4.0,0.2407273210721254
94954,4580977.5,4847.914,174,330931.5,286.75,5.0,0.07224036791274352
94955,88992.0,56.7,1,0.0,0.0,0.0,0.0
94956,286509.0,222.308,37,115157.0,39.14,2.0,0.40193152745638006
94957,614485.25,403.46000000000004,34,0.0,0.0,0.0,0.0
94960,1381080.0,1197.468,133,0.0,0.0,0.0,0.0
94963,326913.0,167.76399999999998,5,0.0,0.0,0.0,0.0
94964,11383.0,5.16,1,0.0,0.0,0.0,0.0
94965,466738.0,431.30400000000003,72,16993.0,4.05,2.0,0.03640800620476584
94970,147605.0,185.347,31,0.0,0.0,0.0,0.0
94971,65419.0,37.32,2,0.0,0.0,0.0,0.0
94972,14564.0,10.5,2,0.0,0.0,0.0,0.0
94973,60089.0,176.46,12,0.0,0.0,0.0,0.0
94978,2164.0,2.45,1,0.0,0.0,0.0,0.0
95001,12768.0,16.45,3,0.0,0.0,0.0,0.0
95002,70788.25,10.91,8,92017.25,24.065,7.0,1.2998944033790918
95003,3965399.77,3771.762,196,68426.0,80.62,1.0,0.01725576334514187
95004,152903.0,223.805,42,0.0,0.0,0.0,0.0
95005,151074.0,211.709,38,0.0,0.0,0.0,0.0
95006,255777.0,341.552,49,0.0,0.0,0.0,0.0
95007,13248.0,8.8,1,0.0,0.0,0.0,0.0
95008,3155330.4699999997,2924.6,300,237337.47,68.925,8.0,0.07521794381176182
95010,1226028.0,1280.104,40,432053.0,442.89,4.0,0.35240059770249943
95012,1363105.55,1401.266,90,1128065.55,215.35,86.0,0.8275702127395784
95014,9757162.25,8389.223,448,41451.25,8.085,4.0,0.0042482895065109735
95015,2406.0,5.06,1,0.0,0.0,0.0,0.0
95017,25862.0,33.03,6,0.0,0.0,0.0,0.0
95018,194554.0,274.134,36,0.0,0.0,0.0,0.0
95019,118003.0,83.02000000000001,3,141880.0,100.7,4.0,1.202342313331017
95020,4907590.37,6584.262,405,582995.37,626.262,21.0,0.11879462751492847
95023,3405049.5,5098.399,244,950860.5,436.698,67.0,0.2792501254387051
95024,34850.0,182.405,2,0.0,0.0,0.0,0.0
95028,6636.0,3.34,1,0.0,0.0,0.0,0.0
95030,1039029.0,1236.9859999999999,158,0.0,0.0,0.0,0.0
95032,1454780.6505,2020.161,282,0.0,0.0,0.0,0.0
95033,880439.0,1163.753,150,0.0,0.0,0.0,0.0
95035,10449192.0,10960.579,204,671651.0,465.405,1.0,0.06427779296236494
95037,16072876.59,14559.545,649,2580491.59,1776.801,34.0,0.16054945582083885
95039,789718.0,1181.04,1,0.0,0.0,0.0,0.0
95041,14615.0,65.578,3,0.0,0.0,0.0,0.0
95043,97597.0,275.26,5,0.0,0.0,0.0,0.0
95045,370639.0,2419.314,24,0.0,0.0,0.0,0.0
95046,400985.0,879.959,86,0.0,0.0,0.0,0.0
95050,1039309.0,490.94,3,67527.0,75.0,1.0,0.06497297723776085
95051,88292.0,159.66,2,0.0,0.0,0.0,0.0
95054,98674.0,119.655,2,0.0,0.0,0.0,0.0
95060,4824718.0,6002.974,454,416051.0,290.193,4.0,0.08623322648080158
95062,4336925.03,4115.408,253,333581.0,363.18,6.0,0.07691647830951784
95063,458.0,2.96,1,0.0,0.0,0.0,0.0
95064,22165.0,30.635,9,0.0,0.0,0.0,0.0
95065,849217.0,974.553,103,0.0,0.0,0.0,0.0
95066,441275.9,758.616,137,13425.9,2.82,1.0,0.030425182975095624
95070,5286618.0,5843.491,570,62811.0,70.4,1.0,0.011881130809905311
95073,2135393.0,1986.695,134,295407.0,301.91999999999996,2.0,0.1383384697805041
95075,21896.0,50.521,8,0.0,0.0,0.0,0.0
95076,6061134.49,7951.604,289,1304052.59,1117.115,26.0,0.21514991824575072
95077,127878.0,119.6,2,0.0,0.0,0.0,0.0
95101,362352.0,531.6129999999999,66,1059794.0,822.02,8.0,2.9247637656201704
95110,1645607.67,2564.6299999999997,33,282665.17,116.715,13.0,0.17176947771518347
95111,6707819.55,5639.37,125,2538808.55,1615.5439999999999,21.0,0.3784849206326667
95112,9796659.82,8559.61,139,1736549.82,1399.751,24.0,0.17725937737011266
95113,348457.0,184.69,1,58260.0,36.66,1.0,0.16719423056503385
95116,3624154.1100000003,2523.113,47,465056.11,364.755,15.0,0.1283212843286071
95117,661964.0,957.311,90,0.0,0.0,0.0,0.0
95118,3886579.36,3542.318,243,52601.36,11.385000000000002,2.0,0.013534101616800642
95119,2061543.0,2264.312,103,0.0,0.0,0.0,0.0
95120,6023531.0,6220.7925,758,0.0,0.0,0.0,0.0
95121,1741963.83,1604.23,125,228840.83000000002,77.11,4.0,0.13136944984672846
95122,3201659.49,2717.319,89,1769902.49,927.9350000000001,64.0,0.5528078471580373
95123,9972305.36,7713.393,461,394642.36,244.063,4.0,0.03957383430946202
95124,1687102.0,2924.259,390,0.0,0.0,0.0,0.0
95125,7644650.5,6018.552,439,437856.0,266.6,4.0,0.05727613054383585
95126,1876568.0,1406.641,73,437424.0,761.48,6.0,0.2330978680229014
95127,2567774.41,2403.411,196,775195.41,595.165,8.0,0.3018938918391978
95128,4518283.26,2266.109,126,37143.759999999995,6.58,2.0,0.00822076834554193
95129,3565363.0,2632.906,191,380527.0,181.815,1.0,0.10672882396547
95130,1302588.0,1256.8310000000001,68,128268.0,46.92,1.0,0.09847165796092087
95131,5642171.0,6255.893,63,880676.0,810.78,4.0,0.15608814408496305
95132,2820911.0,4628.332,227,265793.0,139.15,2.0,0.09422239836705235
95133,2820895.0,1786.61,47,335678.0,307.291,5.0,0.11899698499944167
95134,1517036.0,3066.032,5,0.0,0.0,0.0,0.0
95135,2750640.0,2668.922,200,0.0,0.0,0.0,0.0
95136,4706865.75,3259.129,230,2157243.75,1208.6699999999998,14.0,0.4583185211942788
95138,1970563.0,2234.956,203,550063.0,240.0,1.0,0.2791400224199886
95139,98422.0,224.536,47,0.0,0.0,0.0,0.0
95140,48831.0,64.914,7,0.0,0.0,0.0,0.0
95141,16848.0,9.79,2,0.0,0.0,0.0,0.0
95148,3560993.0,3158.879,187,0.0,0.0,0.0,0.0
95151,5053.0,2.97,1,0.0,0.0,0.0,0.0
95201,51114.0,77.685,9,90781.0,94.08,1.0,1.7760496145870015
95202,2068744.0,1460.55,6,0.0,0.0,0.0,0.0
95203,426714.0,634.497,16,94272.0,34.9,8.0,0.2209254910783335
95204,258094.0,800.902,35,240069.0,87.97,18.0,0.9301611040938573
95205,218516.0,1113.65,12,923085.0,337.825,76.0,4.224335975397683
95206,2196817.0300000003,4673.799,55,3740761.03,1367.65,287.0,1.7028095553319702
95207,4024746.0,4707.884,79,563467.0,312.60499999999996,24.0,0.14000063606498397
95209,1366814.0,1688.669,106,23295.0,8.76,2.0,0.017043284602001444
95210,1232305.0,1330.14,21,1274999.0,468.40500000000003,86.0,1.0346456437326799
95212,1154241.0,2692.2709999999997,102,2464857.0,905.57,197.0,2.1354786392096625
95215,1730956.0,4293.029,77,279630.0,102.91,22.0,0.1615465673304232
95219,1886228.0,1939.3,100,0.0,0.0,0.0,0.0
95220,936410.0,1219.782,94,0.0,0.0,0.0,0.0
95221,226428.0,104.088,3,220914.0,93.6,1.0,0.9756478880703799
95222,1229079.0,860.044,66,531442.0,168.0,2.0,0.43239043218540063
95223,5282.0,12.8,3,0.0,0.0,0.0,0.0
95224,1330.0,8.82,1,0.0,0.0,0.0,0.0
95225,100756.0,124.72200000000001,18,0.0,0.0,0.0,0.0
95226,22227.0,35.255,7,0.0,0.0,0.0,0.0
95227,271954.0,304.733,27,0.0,0.0,0.0,0.0
95228,191677.0,277.205,39,0.0,0.0,0.0,0.0
95229,3873.0,9.09,2,0.0,0.0,0.0,0.0
95230,702889.27,465.71,9,0.0,0.0,0.0,0.0
95231,122793.0,206.61599999999999,7,37548.0,13.7,3.0,0.30578290293420635
95232,16199.0,21.87,4,0.0,0.0,0.0,0.0
95236,235362.0,514.3480000000001,37,0.0,0.0,0.0,0.0
